iShares Russell 3000 ETF
Fund Holdings as of,"Jun 10, 2026"
Inception Date,"May 22, 2000"
Shares Outstanding,"45,650,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"

Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"NVDA","NVIDIA CORP","Information Technology","Equity","1,266,480,836.28","6.73","1,266,480,836.28","6,319,134.00","200.42","United States","NASDAQ","USD","1.00","USD","-"
"AAPL","APPLE INC","Information Technology","Equity","1,134,174,179.74","6.02","1,134,174,179.74","3,889,753.00","291.58","United States","NASDAQ","USD","1.00","USD","-"
"MSFT","MICROSOFT CORP","Information Technology","Equity","795,689,955.76","4.23","795,689,955.76","2,002,441.00","397.36","United States","NASDAQ","USD","1.00","USD","-"
"AMZN","AMAZON.COM INC","Consumer Discretionary","Equity","616,422,380.00","3.27","616,422,380.00","2,590,010.00","238.00","United States","NASDAQ","USD","1.00","USD","-"
"GOOGL","ALPHABET INC CLASS A","Communication","Equity","559,322,729.28","2.97","559,322,729.28","1,569,456.00","356.38","United States","NASDAQ","USD","1.00","USD","-"
"AVGO","BROADCOM INC","Information Technology","Equity","463,987,490.30","2.46","463,987,490.30","1,246,943.00","372.10","United States","NASDAQ","USD","1.00","USD","-"
"GOOG","ALPHABET INC CLASS C","Communication","Equity","451,514,341.08","2.40","451,514,341.08","1,277,919.00","353.32","United States","NASDAQ","USD","1.00","USD","-"
"META","META PLATFORMS INC CLASS A","Communication","Equity","336,600,132.74","1.79","336,600,132.74","589,513.00","570.98","United States","NASDAQ","USD","1.00","USD","-"
"TSLA","TESLA INC","Consumer Discretionary","Equity","290,708,617.65","1.54","290,708,617.65","761,835.00","381.59","United States","NASDAQ","USD","1.00","USD","-"
"MU","MICRON TECHNOLOGY INC","Information Technology","Equity","269,059,682.76","1.43","269,059,682.76","301,677.00","891.88","United States","NASDAQ","USD","1.00","USD","-"
"LLY","ELI LILLY","Health Care","Equity","245,802,512.85","1.31","245,802,512.85","216,305.00","1,136.37","United States","NYSE","USD","1.00","USD","-"
"BRKB","BERKSHIRE HATHAWAY INC CLASS B","Financials","Equity","240,866,835.84","1.28","240,866,835.84","497,988.00","483.68","United States","NYSE","USD","1.00","USD","-"
"JPM","JPMORGAN CHASE & CO","Financials","Equity","226,661,138.86","1.20","226,661,138.86","733,199.00","309.14","United States","NYSE","USD","1.00","USD","-"
"AMD","ADVANCED MICRO DEVICES INC","Information Technology","Equity","196,739,259.60","1.04","196,739,259.60","434,879.00","452.40","United States","NASDAQ","USD","1.00","USD","-"
"XOM","EXXON MOBIL CORP","Energy","Equity","171,838,140.64","0.91","171,838,140.64","1,140,872.00","150.62","United States","NYSE","USD","1.00","USD","-"
"JNJ","JOHNSON & JOHNSON","Health Care","Equity","154,897,347.08","0.82","154,897,347.08","649,492.00","238.49","United States","NYSE","USD","1.00","USD","-"
"V","VISA INC CLASS A","Financials","Equity","146,797,269.52","0.78","146,797,269.52","454,537.00","322.96","United States","NYSE","USD","1.00","USD","-"
"WMT","WALMART INC","Consumer Staples","Equity","141,670,337.90","0.75","141,670,337.90","1,174,810.00","120.59","United States","NASDAQ","USD","1.00","USD","-"
"CSCO","CISCO SYSTEMS INC","Information Technology","Equity","127,675,072.80","0.68","127,675,072.80","1,074,706.00","118.80","United States","NASDAQ","USD","1.00","USD","-"
"INTC","INTEL CORPORATION","Information Technology","Equity","127,587,505.44","0.68","127,587,505.44","1,191,961.00","107.04","United States","NASDAQ","USD","1.00","USD","-"
"COST","COSTCO WHOLESALE CORP","Consumer Staples","Equity","117,801,825.78","0.63","117,801,825.78","119,794.00","983.37","United States","NASDAQ","USD","1.00","USD","-"
"LRCX","LAM RESEARCH CORP","Information Technology","Equity","109,049,975.00","0.58","109,049,975.00","338,875.00","321.80","United States","NASDAQ","USD","1.00","USD","-"
"ABBV","ABBVIE INC","Health Care","Equity","107,543,646.10","0.57","107,543,646.10","478,078.00","224.95","United States","NYSE","USD","1.00","USD","-"
"CAT","CATERPILLAR INC","Industrials","Equity","107,106,472.16","0.57","107,106,472.16","125,101.00","856.16","United States","NYSE","USD","1.00","USD","-"
"AMAT","APPLIED MATERIAL INC","Information Technology","Equity","106,378,032.36","0.57","106,378,032.36","214,036.00","497.01","United States","NASDAQ","USD","1.00","USD","-"
"MA","MASTERCARD INC CLASS A","Financials","Equity","106,101,015.20","0.56","106,101,015.20","216,940.00","489.08","United States","NYSE","USD","1.00","USD","-"
"UNH","UNITEDHEALTH GROUP INC","Health Care","Equity","100,025,725.56","0.53","100,025,725.56","245,486.00","407.46","United States","NYSE","USD","1.00","USD","-"
"BAC","BANK OF AMERICA CORP","Financials","Equity","96,827,479.92","0.51","96,827,479.92","1,775,348.00","54.54","United States","NYSE","USD","1.00","USD","-"
"CVX","CHEVRON CORP","Energy","Equity","95,945,418.40","0.51","95,945,418.40","505,508.00","189.80","United States","NYSE","USD","1.00","USD","-"
"PG","PROCTER & GAMBLE","Consumer Staples","Equity","94,544,650.75","0.50","94,544,650.75","634,315.00","149.05","United States","NYSE","USD","1.00","USD","-"
